Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD3_p300,CD3_media,CD4_p300,CD4_media,CD8_p300,CD8_media,CD4neg_CD8neg_p300,CD4neg_CD8neg_media,CD3neg_p300,CD3neg_media,CD4_aCD3_CD107a,CD4_p300_CD107a,CD4_media_CD107a,CD8_aCD3_CD107a,CD8_p300_CD107a,CD8_media_CD107a,CD4neg_CD8neg_aCD3_CD107a,CD4neg_CD8neg_p300_CD107a,CD4neg_CD8neg_media_CD107a,CD3neg_aCD3_CD107a,CD3neg_p300_CD107a,CD3neg_media_CD107a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media_IFNg,CD4neg_CD8neg_aCD3_IFNg,CD4neg_CD8neg_p300_IFNg,CD4neg_CD8neg_media_IFNg,CD3neg_aCD3_IFNg,CD3neg_p300_IFNg,CD3neg_media_IFNg,CD4_aCD3_IL-2,CD4_p300_IL-2,CD4_media_IL-2,CD8_aCD3_IL-2,CD8_p300_IL-2,CD8_media_IL-2,CD4neg_CD8neg_aCD3_IL-2,CD4neg_CD8neg_p300_IL-2,CD4neg_CD8neg_media_IL-2,CD3neg_aCD3_IL-2,CD3neg_p300_IL-2,CD3neg_media_IL-2,CD4_aCD3_IL-4,CD4_p300_IL-4,CD4_media_IL-4,CD8_aCD3_IL-4,CD8_p300_IL-4,CD8_media_IL-4,CD4neg_CD8neg_aCD3_IL-4,CD4neg_CD8neg_p300_IL-4,CD4neg_CD8neg_media_IL-4,CD3neg_aCD3_IL-4,CD3neg_p300_IL-4,CD3neg_media_IL-4,CD4_aCD3_IL-10,CD4_p300_IL-10,CD4_media_IL-10,CD8_aCD3_IL-10,CD8_p300_IL-10,CD8_media_IL-10,CD4neg_CD8neg_aCD3_IL-10,CD4neg_CD8neg_p300_IL-10,CD4neg_CD8neg_media_IL-10,CD3neg_aCD3_IL-10,CD3neg_p300_IL-10,CD3neg_meda_IL-10,CD4_aCD3_IL-17a,CD4_p300_IL-17a,CD4_media_IL-17a,CD8_aCD3_IL-17a,CD8_p300_IL-17a,CD8_media_IL-17a,CD4neg_CD8neg_aCD3_IL-17a,CD4neg_CD8neg_p300_IL-17a,CD4neg_CD8neg_media_IL-17a,CD3neg_aCD3_IL-17a,CD3neg_p300_IL-17a,CD3neg_media_IL-17a,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD8_aCD3_TNF,CD8_p300_TNF,CD8_media_TNF,CD4neg_CD8neg_aCD3_TNF,CD4neg_CD8neg_p300_TNF,CD4neg_CD8neg_media_TNF,CD3neg_aCD3_TNF,CD3neg_p300_TNF,CD3neg_media_TNF
CC072,RL-07,UNC,135,0,5.785329835,4.217483944,14040567.2,482995.5115,110920.4808,22464.90751,103900.1973,1446178.421,57.40%,50.70%,23.50%,22.80%,16.70%,15.00%,5.86%,8.11%,41.30%,48.20%,4.38%,5.31%,1.08%,7.14%,5.18%,3.72%,,11.50%,14.20%,,20.00%,29.40%,23.20%,8.31%,2.61%,20.70%,17.90%,44.20%,,1.64%,0%,,7.60%,4.45%,3.72%,1.36%,0.46%,0.55%,0.96%,0.47%,,0.55%,0%,,1.33%,0.48%,0.77%,0.27%,0%,0.41%,0.58%,0.47%,,2.19%,3.02%,,0.09%,1.03%,1.53%,0.41%,0.15%,0.69%,1.15%,0.23%,,1.09%,0.43%,,0.04%,0.07%,2.41%,0.54%,0.46%,0.55%,1.92%,0.47%,,1.09%,2.16%,,0.09%,0.07%,32.70%,14.00%,20.60%,25.00%,34.20%,20.70%,,1.64%,1.29%,,21.90%,15.70%
CC072,RL-07,UNC,136,0,6.591064607,3.973127854,10393796.86,378334.2056,122646.8029,30142.01088,31181.39057,664163.6191,66.50%,63.00%,24.90%,28.00%,15.70%,16.00%,9.87%,11.80%,32.40%,36.00%,2.41%,3.91%,1.44%,7.96%,7.17%,4.28%,,5.38%,6.16%,,32.90%,19.10%,18.70%,9.41%,3.17%,16.50%,7.03%,8.06%,,0%,0%,,13.90%,5.36%,2.45%,0.89%,0%,1.24%,0.84%,0.50%,,0.45%,0%,,2.09%,0.85%,0.52%,0.18%,0%,0.77%,0.42%,0.76%,,0.22%,1.71%,,0.18%,0%,0.47%,0.18%,0.14%,0.85%,0.56%,1.26%,,0.45%,0.68%,,0.14%,0.07%,3.25%,1.33%,0.72%,1.78%,0.84%,1.01%,,1.12%,0.34%,,0.18%,0.42%,26.20%,14.50%,8.92%,26.40%,39.00%,12.30%,,2.47%,0%,,22.80%,6.84%
CC072,RL-07,UNC,137,0,5.452297671,4.049218023,18155300.73,315902.2327,105300.7442,16158.21765,54465.9022,1141968.416,47.30%,50.50%,37.70%,33.10%,12.10%,11.30%,5.84%,7.49%,51.70%,48.10%,3.19%,2.24%,1.95%,8.64%,5.85%,8.57%,,9.83%,12.90%,,21.00%,24.90%,23.60%,7.97%,2.60%,17.30%,7.80%,6.19%,,0%,0%,,10.40%,1.53%,2.74%,0.45%,0%,0.29%,0.28%,0.48%,,0.58%,0%,,2.13%,0.34%,0.37%,0.09%,0.16%,0.29%,0%,0.95%,,2.31%,0.72%,,0.12%,0.17%,0.59%,0.09%,0.16%,0.29%,0%,0.95%,,1.16%,0.72%,,0.09%,0.11%,2.37%,1.34%,0.49%,0.29%,0.56%,0%,,1.16%,2.16%,,0.09%,0%,30.30%,15.70%,18.40%,26.10%,15.30%,17.10%,,0%,1.44%,,17.80%,20.20%
CC072,RL-07,UNC,138,1,,2.217483944,18110175.71,474486.6036,191967.8625,16661.36165,28976.28114,1575585.287,56.00%,53.10%,40.20%,37.10%,7.61%,6.85%,4.50%,5.57%,42.80%,45.40%,3.86%,3.10%,3.55%,12.30%,4.85%,7.69%,,9.89%,15.40%,,28.60%,41.20%,32.80%,16.00%,1.51%,28.90%,25.60%,10.60%,,0%,0%,,12.20%,2.47%,7.42%,3.45%,0.18%,2.70%,0.33%,0.48%,,0%,0%,,2.40%,0.15%,2.26%,0.63%,0.27%,1.40%,1.00%,0.48%,,0.56%,2.37%,,0.05%,0.19%,2.90%,0.67%,0.36%,1.30%,1.34%,0%,,0%,1.18%,,0.13%,0%,13.00%,5.99%,2.13%,2.33%,1.67%,0.96%,,0.85%,0.59%,,0.91%,0%,53.20%,16.60%,16.80%,49.30%,12.50%,21.60%,,0.56%,1.18%,,18.30%,23.10%
CC072,RL-07,UNC,139,1,5.008600172,3.69019608,14124132.05,432198.4408,180788.8903,19773.78487,19773.78487,1652523.45,44.90%,42.30%,33.80%,34.50%,14.10%,11.20%,3.88%,4.58%,54.10%,56.80%,4.66%,3.90%,1.89%,9.03%,3.99%,3.95%,,12.50%,10.20%,,22.40%,28.20%,23.70%,9.57%,1.28%,40.20%,37.40%,33.30%,,1.00%,0.57%,,9.21%,3.66%,5.09%,1.32%,0%,1.79%,0.28%,0%,,0%,0%,,1.54%,0.25%,1.34%,0.23%,0.08%,0.24%,0%,0.70%,,1.50%,0.57%,,0.02%,0.21%,1.86%,0.52%,0.15%,1.14%,0.69%,0%,,1.50%,0%,,0.13%,0%,6.40%,2.46%,0.75%,1.06%,0.83%,0.47%,,0%,0.57%,,0.10%,0.02%,39.70%,20.40%,18.00%,41.00%,28.60%,14.40%,,2.50%,1.70%,,31.80%,21.80%
CC072,RL-07,UNC,140,1,5.017033339,3.25446751,34213123.57,971652.7093,95796.74598,18817.21796,246334.4897,3007333.561,67.90%,57.90%,9.95%,9.83%,3.47%,2.59%,26.10%,26.40%,30.90%,40.80%,4.91%,7.66%,2.35%,18.30%,10.80%,6.77%,,7.43%,4.14%,,52.90%,62.40%,25.20%,9.22%,1.30%,53.50%,63.30%,63.70%,,0.17%,0.03%,,12.10%,4.63%,6.14%,2.15%,0%,2.88%,0.79%,0%,,0.05%,0.06%,,2.06%,0.31%,9.00%,0.92%,0.65%,6.71%,6.71%,3.38%,,2.25%,1.57%,,0.93%,1.56%,1.55%,0.96%,0.08%,5.64%,7.50%,2.46%,,0.24%,0.39%,,0.45%,0.08%,30.00%,17.70%,16.20%,11.20%,14.30%,6.46%,,7.25%,4.62%,,0.51%,0.14%,52.80%,26.00%,26.90%,63.30%,50.50%,42.80%,,3.88%,3.69%,,34.80%,35.60%
CC072,RL-07,UNC,141,1,4.462397998,2.707570176,12827205.48,460496.6767,178298.1562,9876.948219,59005.1452,1680363.918,57.00%,55.90%,23.90%,24.20%,11.80%,13.30%,4.57%,4.88%,41.70%,43.00%,3.69%,5.79%,2.00%,10.10%,4.70%,3.52%,,14.90%,13.90%,,22.50%,26.10%,29.70%,18.00%,3.20%,42.10%,47.20%,47.90%,,2.33%,0.33%,,15.20%,3.99%,3.92%,3.12%,0.27%,0.77%,0.72%,0.12%,,3.26%,0%,,3.58%,0.25%,0.47%,0.62%,0.07%,0.77%,1.27%,0.49%,,4.65%,4.97%,,0.12%,0.36%,3.02%,1.87%,0.53%,0.85%,0.90%,0.85%,,4.65%,0.99%,,0.67%,0.02%,4.30%,2.85%,1.13%,1.24%,1.27%,0.49%,,1.86%,2.32%,,0.76%,0.11%,43.80%,31.00%,22.60%,33.50%,36.90%,27.90%,,1.86%,4.30%,,36.90%,26.80%
CC072,RL-07,UNC,142,1,4.707570176,2.311753861,20461690.77,482895.9022,229170.9367,8593.910125,19233.98933,1207239.756,61.90%,62.80%,27.70%,31.30%,11.00%,11.40%,4.79%,4.95%,36.80%,36.20%,3.13%,7.62%,1.84%,10.30%,6.46%,3.59%,,12.60%,15.90%,,34.00%,35.10%,32.30%,24.10%,4.79%,49.30%,55.70%,52.00%,,1.87%,0.98%,,20.30%,3.27%,7.75%,8.48%,0.50%,1.59%,0.41%,0.17%,,0.53%,0.39%,,5.69%,0.42%,1.19%,1.13%,0.16%,0.96%,0.76%,0.51%,,3.48%,6.10%,,0.26%,0.42%,3.06%,2.17%,0.59%,0.92%,1.05%,0.43%,,2.01%,2.95%,,0.54%,0.03%,9.15%,7.74%,2.40%,1.50%,1.98%,0.68%,,2.67%,1.77%,,2.28%,0.08%,46.20%,30.90%,25.90%,35.90%,41.70%,23.70%,,3.88%,4.13%,,38.90%,20.70%
CC040,RL-07,UNC,143,0,6.751279104,1.84509804,6691873.712,64241.98763,4818.149073,803.0248454,4818.149073,175996.2786,44.10%,39.50%,33.40%,28.60%,15.30%,7.68%,3.46%,4.99%,55.80%,60.40%,5.09%,3.64%,0.90%,8.07%,5.95%,6.67%,,24.60%,43.60%,,22.60%,38.60%,21.50%,5.64%,5.83%,23.30%,13.10%,30.00%,,0%,0%,,1.92%,1.00%,1.99%,0.18%,0%,0.45%,0.40%,1.67%,,0%,0%,,0.14%,0%,0.66%,0.73%,0%,0.45%,0%,0%,,3.51%,5.13%,,1.92%,4.35%,1.11%,0%,0%,1.35%,1.19%,1.67%,,0%,0%,,0%,0.17%,0.88%,0.91%,0%,0.90%,0%,0%,,1.75%,0%,,0.19%,0.59%,8.63%,1.82%,0%,22.90%,22.60%,26.70%,,0%,5.13%,,1.77%,0.75%
CC040,RL-07,UNC,144,0,6.819543936,3.027349608,7019447.95,127753.9527,8423.337539,4422.252208,2948.168139,204265.9353,51.90%,45.90%,24.60%,24.00%,15.60%,17.10%,5.96%,10.10%,48.00%,54.10%,18.80%,7.61%,1.84%,18.20%,10.40%,5.81%,,42.90%,53.80%,,39.20%,48.50%,25.00%,6.57%,7.83%,9.09%,7.10%,7.74%,,0%,1.10%,,1.84%,0.75%,6.25%,0%,0%,0%,1.09%,0%,,0%,0%,,0.28%,0.09%,0%,1.73%,0.92%,0%,3.83%,0.65%,,7.14%,3.30%,,1.75%,2.16%,0%,1.04%,0.46%,4.55%,3.28%,1.29%,,12.90%,1.10%,,0%,0%,0%,1.73%,0.92%,0%,3.28%,1.29%,,5.71%,1.10%,,0.74%,0.28%,12.50%,1.04%,1.84%,68.20%,25.10%,23.90%,,1.43%,0%,,1.84%,1.50%
CC040,RL-07,UNC,145,0,4.531478917,2.40654018,6021683.562,66238.51919,4335.612165,903.2525344,6623.851919,166800.6347,32.50%,39.30%,23.10%,14.40%,3.15%,2.17%,13.00%,10.80%,67.40%,60.40%,5.83%,6.06%,5.00%,14.00%,22.20%,33.30%,,46.30%,50.00%,,40.20%,47.40%,25.60%,7.20%,7.50%,20.90%,11.10%,0%,,0%,0%,,3.24%,0%,2.24%,0%,0%,2.33%,5.56%,0%,,0%,0%,,0.21%,0%,0.45%,0%,0%,0%,8.33%,16.70%,,4.03%,3.33%,,2.36%,1.64%,0.45%,0%,0%,0%,5.56%,16.70%,,6.04%,10.00%,,0.08%,0.23%,0.45%,0.76%,0%,1.16%,5.56%,16.70%,,2.01%,0%,,0.34%,0.23%,6.73%,0%,7.50%,31.40%,13.90%,33.30%,,0%,0%,,0.63%,2.82%
CC040,RL-07,UNC,146,0,6.698970004,3.278753601,8714143.24,175154.2791,14814.04351,4095.647323,20913.94378,356408.4585,38.80%,30.80%,26.00%,21.90%,10.10%,5.70%,5.75%,7.75%,61.20%,69.10%,7.43%,3.62%,5.33%,12.90%,9.35%,7.69%,,50.80%,69.80%,,50.90%,57.40%,26.90%,12.70%,7.33%,16.50%,15.00%,15.40%,,0%,0%,,5.85%,1.56%,3.43%,0.36%,0%,0.55%,0%,0%,,0%,0%,,0.12%,0.26%,1.14%,0.72%,2.00%,1.38%,0%,0%,,11.50%,11.30%,,6.39%,8.14%,2.57%,0.72%,0%,2.48%,0.93%,0%,,3.28%,1.89%,,0%,0%,1.43%,1.45%,2.67%,1.38%,0%,2.56%,,1.64%,3.77%,,0.48%,0.78%,11.70%,1.45%,2.00%,35.50%,9.35%,20.50%,,0%,3.77%,,1.55%,5.47%
CC040,RL-07,UNC,147,0,7.008600172,1.77815125,18666717.65,369601.0096,13440.03671,2613.340472,9146.691651,1045336.189,25.70%,23.40%,15.10%,15.00%,4.09%,3.91%,12.60%,15.30%,74.20%,76.40%,5.86%,6.12%,3.27%,16.50%,12.70%,7.14%,,76.10%,78.50%,,60.70%,60.50%,18.60%,9.56%,3.74%,36.00%,52.10%,32.10%,,0.46%,0%,,2.27%,1.05%,5.40%,1.34%,0%,2.41%,0.70%,0%,,0%,0%,,0.06%,0.02%,1.06%,0.38%,0%,0.85%,0.70%,3.57%,,4.13%,3.65%,,2.43%,4.45%,0.91%,0.19%,0%,4.40%,0.70%,1.79%,,9.63%,10.00%,,9.97E-05,0%,1.83%,1.15%,0%,1.70%,1.41%,0%,,2.29%,0.91%,,0.20%,0.09%,15.10%,1.34%,6.54%,52.30%,1.41%,35.70%,,0.46%,7.76%,,0.30%,11.50%
CC040,RL-07,UNC,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC040,RL-07,UNC,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC040,RL-07,UNC,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC040,RL-07,UNC,151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC040,RL-07,UNC,152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC026,RL-07,UNC,162,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC024,RL-07,UNC,163,0,5.812913357,2.618048097,13298511.27,844455.4656,83780.621,21277.61803,309855.3126,716789.7575,52.60%,48.20%,30.20%,32.60%,28.70%,31.70%,3.96%,3.57%,46.40%,50.90%,4.43%,4.65%,1.99%,18.50%,9.33%,6.31%,,17.70%,22.70%,,38.70%,38.40%,12.70%,2.54%,1.00%,36.70%,17.80%,22.20%,,0%,0%,,1.23%,0.82%,7.59%,1.69%,0.33%,2.46%,0.22%,0%,,0%,0%,,0.29%,0.10%,2.85%,2.11%,0.66%,1.97%,4.89%,2.56%,,3.23%,7.58%,,0.22%,3.86%,6.96%,2.75%,1.00%,4.43%,6.22%,3.41%,,8.06%,7.58%,,0.15%,0.05%,5.70%,0.85%,0.66%,1.23%,3.56%,2.05%,,1.61%,3.03%,,0.15%,0.10%,69.30%,18.20%,52.70%,69.70%,26.20%,56.30%,,0%,4.55%,,0.94%,5.30%
CC024,RL-07,UNC,164,0,4.986771734,1.77815125,9773745.621,455456.5459,72325.7176,10751.12018,139764.5624,454479.1714,51.40%,45.00%,32.40%,27.00%,21.80%,18.30%,3.17%,3.42%,47.40%,53.60%,4.46%,9.02%,2.35%,15.30%,11.70%,4.17%,,23.10%,11.10%,,48.10%,44.60%,13.40%,1.13%,1.41%,29.50%,2.79%,26.40%,,0%,0%,,0.66%,0.21%,7.81%,1.13%,1.41%,1.86%,0%,0%,,0%,0%,,0.26%,0.32%,2.23%,2.26%,0.94%,1.40%,3.35%,1.39%,,0%,0%,,0.40%,2.45%,4.28%,4.51%,2.82%,2.09%,3.91%,1.39%,,3.85%,14.80%,,0.26%,0%,5.02%,2.63%,1.41%,1.16%,2.79%,0.69%,,3.85%,0%,,0%,0.11%,63.90%,49.20%,54.50%,63.70%,60.30%,61.80%,,3.85%,3.70%,,3.05%,5.54%
CC024,RL-07,UNC,165,0,5.963787827,2.980003372,11535292.8,756715.2075,113045.8694,26531.17343,304531.7298,896292.2503,46.90%,36.20%,41.70%,45.20%,23.90%,17.50%,4.64%,6.68%,51.70%,62.20%,4.65%,2.45%,2.03%,16.20%,4.28%,6.72%,,6.00%,13.70%,,33.80%,39.50%,11.60%,2.45%,2.03%,19.90%,3.11%,1.49%,,0%,0%,,0.84%,0.15%,4.65%,0.89%,0%,2.21%,0.39%,0%,,0%,0%,,0.25%,0.53%,0.78%,0.22%,0.29%,2.21%,0.78%,3.73%,,0%,5.88%,,0.34%,4.34%,3.10%,0.22%,0.58%,4.41%,0.78%,2.24%,,6.00%,7.84%,,0.08%,0.15%,2.33%,0.22%,0.58%,0.74%,0.39%,1.49%,,4.00%,9.80%,,0.08%,0.15%,20.90%,1.34%,36.20%,27.20%,1.17%,43.30%,,0%,0%,,0.34%,10.80%
CC024,RL-07,UNC,166,0,5.634141259,1.84509804,13779844.84,846082.4734,119884.6501,22047.75175,322448.3693,735843.7147,51.70%,42.70%,37.20%,35.30%,24.30%,19.00%,4.02%,6.90%,46.70%,56.30%,6.92%,7.94%,4.49%,23.70%,13.10%,8.93%,,17.60%,27.90%,,30.20%,47.00%,8.81%,1.90%,0.32%,15.30%,2.43%,7.74%,,0%,0%,,0.66%,0.26%,4.40%,0.32%,0%,2.16%,0.97%,0%,,0%,0%,,0%,0%,2.10%,0.95%,1.28%,3.12%,4.85%,7.14%,,2.94%,6.56%,,0.13%,10.80%,2.52%,2.54%,1.92%,4.56%,5.83%,7.14%,,5.88%,9.84%,,0%,0%,3.56%,1.59%,0%,2.64%,4.37%,5.95%,,2.94%,3.28%,,0%,0%,15.70%,2.54%,17.90%,21.30%,3.88%,36.90%,,0%,0%,,0.26%,3.52%
CC024,RL-07,UNC,167,0,5.196820744,1,15985957.06,1208538.353,190232.889,30373.31841,553114.1142,1393975.455,49.20%,24.10%,34.60%,35.60%,18.20%,9.82%,3.07%,5.73%,49.50%,74.60%,4.06%,1.69%,2.87%,11.00%,1.60%,10.40%,,9.52%,21.40%,,42.50%,73.90%,16.60%,0.84%,0.57%,7.31%,4.80%,8.33%,,0%,0%,,0.44%,0%,5.54%,0%,0%,1.37%,0%,0%,,0%,0%,,0.15%,0.07%,2.21%,0%,0%,1.37%,0%,0%,,0%,3.57%,,0.15%,23.70%,1.11%,0.42%,1.72%,0.91%,0.80%,6.25%,,0%,3.57%,,0%,0.13%,5.54%,0%,0%,0.91%,0%,2.08%,,4.76%,3.57%,,0%,0.13%,16.60%,0.84%,44.80%,7.76%,0%,66.70%,,0%,0%,,0.15%,19.30%
CC024,RL-07,UNC,168,1,5.740362689,1,13097955.61,1194533.552,191230.152,27505.70679,499032.1089,1453873.073,46.80%,22.20%,37.20%,36.90%,18.10%,9.68%,2.54%,6.32%,52.30%,76.70%,2.18%,0.97%,1.75%,15.00%,2.67%,16.00%,,14.30%,38.80%,,40.60%,72.30%,9.66%,3.25%,0.70%,10.20%,18.70%,42.70%,,0%,0%,,0.65%,0.22%,5.61%,1.62%,0%,1.50%,0%,0%,,0%,2.04%,,0%,0.67%,1.56%,0.97%,0.70%,2.40%,0%,4.00%,,4.76%,24.50%,,0%,38.60%,2.80%,1.30%,1.75%,1.20%,0.67%,5.33%,,0%,0%,,0.11%,0.08%,3.43%,0.32%,0.70%,2.40%,0%,2.67%,,0%,0%,,0.11%,0.11%,16.50%,8.77%,57.00%,18.60%,9.33%,70.70%,,0%,4.08%,,0.43%,29.80%
CC024,RL-07,UNC,169,1,5.187520721,1.477121255,11684038.24,930049.444,134366.4398,15189.24971,321311.0516,1250192.092,51.80%,29.20%,27.70%,27.20%,23.70%,12.60%,3.30%,5.04%,47.00%,69.70%,2.91%,2.38%,0.82%,11.60%,5.85%,10.60%,,14.00%,29.40%,,33.10%,70.10%,8.41%,3.81%,1.91%,29.60%,36.20%,65.90%,,0%,0%,,0.95%,0.81%,7.17%,0.95%,0.82%,2.05%,0%,0%,,0%,0%,,0.07%,0.06%,3.95%,1.67%,0.82%,1.73%,3.06%,7.65%,,0%,16.20%,,0.15%,42.70%,4.36%,1.90%,4.09%,1.73%,3.06%,8.24%,,4.00%,11.80%,,0%,0%,8.83%,2.62%,1.36%,1.73%,2.51%,5.29%,,2.00%,1.47%,,0%,0.06%,46.20%,28.80%,66.80%,57.60%,17.50%,72.90%,,0%,16.20%,,0.51%,28.80%
CC024,RL-07,UNC,170,1,4.939519253,2.06069784,5774331.587,334911.232,69291.97904,9238.930539,109712.3002,640950.8062,43.40%,34.50%,28.40%,29.10%,26.80%,23.10%,4.18%,4.88%,55.80%,64.10%,4.86%,3.06%,1.06%,15.00%,2.06%,2.68%,,7.55%,17.50%,,38.50%,53.60%,17.40%,4.17%,1.86%,24.00%,23.50%,23.70%,,0%,0%,,2.40%,0.25%,5.67%,1.11%,0%,0.96%,0.29%,0%,,0%,0%,,0.49%,0.25%,1.62%,0.83%,0%,1.45%,0.88%,2.68%,,0%,7.94%,,1.72%,18.00%,5.87%,0.83%,2.39%,1.45%,0.59%,0.33%,,1.89%,6.35%,,0.12%,0.50%,3.44%,0.28%,0.53%,1.13%,0.59%,3.01%,,22.60%,17.50%,,0.06%,0%,58.70%,31.70%,49.70%,65.10%,32.10%,64.50%,,7.55%,11.10%,,2.65%,24.80%
CC024,RL-07,UNC,171,1,5.71432976,1.698970004,13067872.27,855945.6334,108463.3398,10192.94037,407717.6147,861172.7823,52.50%,31.40%,29.30%,36.50%,22.40%,18.50%,4.01%,6.12%,46.70%,67.80%,5.42%,1.85%,2.60%,18.90%,6.28%,4.19%,,5.41%,23.90%,,37.80%,66.60%,13.80%,2.22%,1.42%,31.60%,33.80%,63.30%,,0%,1.41%,,0.97%,0.56%,4.86%,0.37%,0.47%,2.30%,0%,0%,,0%,0%,,0%,0.28%,2.62%,0.74%,0.71%,1.15%,0.97%,2.33%,,0%,14.10%,,0.37%,36.10%,4.30%,1.48%,0.95%,2.07%,1.93%,2.33%,,0%,7.04%,,0.12%,0.08%,4.49%,1.48%,0.47%,2.07%,1.45%,1.40%,,0%,0%,,0.12%,0.04%,56.10%,26.70%,55.10%,68.00%,24.60%,72.60%,,0%,0%,,1.34%,15.50%
CC024,RL-07,UNC,172,1,5.278753601,2.079181246,15379276.2,708984.6327,92275.65719,16917.20382,313737.2344,627474.4689,57.30%,35.50%,29.20%,36.60%,24.10%,17.60%,3.16%,7.29%,41.90%,63.60%,7.16%,5.60%,1.90%,14.60%,6.79%,5.59%,,13.80%,33.30%,,50.20%,65.30%,15.40%,2.24%,0.63%,60.20%,13.10%,48.70%,,0%,0%,,0.45%,0.55%,7.44%,0.75%,0.32%,2.48%,0%,0%,,0%,0%,,0.15%,0.07%,0.83%,1.12%,0.32%,2.48%,1.81%,1.97%,,3.45%,20.60%,,0.30%,28.10%,4.41%,1.12%,0.79%,3.11%,2.26%,2.63%,,0%,23.00%,,0.15%,0.07%,3.03%,1.49%,0.32%,2.80%,1.81%,2.63%,,0%,6.35%,,0.30%,0.03%,57.30%,45.90%,48.80%,66.10%,58.80%,70.40%,,0%,7.14%,,4.47%,22.70%
