Strain,Experiment,Source,Mouse,Vaccination_status,Lung_CFU,Spleen_CFU,Cell number,CD3_prestim,CD4_prestim,CD8_prestim,CD4neg_CD8neg_prestim,CD3neg_prestim,CD3_p300,CD3_media,CD4_p300,CD4_media,CD8_p300,CD8_media,CD4neg_CD8neg_p300,CD4neg_CD8neg_media,CD3neg_p300,CD3neg_media,CD4_aCD3_CD107a,CD4_p300_CD107a,CD4_media_CD107a,CD8_aCD3_CD107a,CD8_p300_CD107a,CD8_media_CD107a,CD4neg_CD8neg_aCD3_CD107a,CD4neg_CD8neg_p300_CD107a,CD4neg_CD8neg_media_CD107a,CD3neg_aCD3_CD107a,CD3neg_p300_CD107a,CD3neg_media_CD107a,CD4_aCD3_IFNg,CD4_p300_IFNg,CD4_media_IFNg,CD8_aCD3_IFNg,CD8_p300_IFNg,CD8_media_IFNg,CD4neg_CD8neg_aCD3_IFNg,CD4neg_CD8neg_p300_IFNg,CD4neg_CD8neg_media_IFNg,CD3neg_aCD3_IFNg,CD3neg_p300_IFNg,CD3neg_media_IFNg,CD4_aCD3_IL-2,CD4_p300_IL-2,CD4_media_IL-2,CD8_aCD3_IL-2,CD8_p300_IL-2,CD8_media_IL-2,CD4neg_CD8neg_aCD3_IL-2,CD4neg_CD8neg_p300_IL-2,CD4neg_CD8neg_media_IL-2,CD3neg_aCD3_IL-2,CD3neg_p300_IL-2,CD3neg_media_IL-2,CD4_aCD3_IL-4,CD4_p300_IL-4,CD4_media_IL-4,CD8_aCD3_IL-4,CD8_p300_IL-4,CD8_media_IL-4,CD4neg_CD8neg_aCD3_IL-4,CD4neg_CD8neg_p300_IL-4,CD4neg_CD8neg_media_IL-4,CD3neg_aCD3_IL-4,CD3neg_p300_IL-4,CD3neg_media_IL-4,CD4_aCD3_IL-10,CD4_p300_IL-10,CD4_media_IL-10,CD8_aCD3_IL-10,CD8_p300_IL-10,CD8_media_IL-10,CD4neg_CD8neg_aCD3_IL-10,CD4neg_CD8neg_p300_IL-10,CD4neg_CD8neg_media_IL-10,CD3neg_aCD3_IL-10,CD3neg_p300_IL-10,CD3neg_meda_IL-10,CD4_aCD3_IL-17a,CD4_p300_IL-17a,CD4_media_IL-17a,CD8_aCD3_IL-17a,CD8_p300_IL-17a,CD8_media_IL-17a,CD4neg_CD8neg_aCD3_IL-17a,CD4neg_CD8neg_p300_IL-17a,CD4neg_CD8neg_media_IL-17a,CD3neg_aCD3_IL-17a,CD3neg_p300_IL-17a,CD3neg_media_IL-17a,CD4_aCD3_TNF,CD4_p300_TNF,CD4_media_TNF,CD8_aCD3_TNF,CD8_p300_TNF,CD8_media_TNF,CD4neg_CD8neg_aCD3_TNF,CD4neg_CD8neg_p300_TNF,CD4neg_CD8neg_media_TNF,CD3neg_aCD3_TNF,CD3neg_p300_TNF,CD3neg_media_TNF
C57BL6,RL-03,UNC,66,1,5.544068044,4.477121255,31472268.91,7112732.773,5570591.597,601120.3361,317869.916,11802100.84,0.565,0.496,0.779,0.845,0.0915,0.0532,0.0867,0.0734,0.414,0.492,0.115,0.0591,0.034,0.343,0.0422,0.131,,0.089,0.143,,0.654,0.53,0.491,0.215,0.123,0.284,0.0325,0.0219,,0.0034,0,,0.0563,0.0055,0.0261,0.0187,0.0018,0.0024,0.013,0.0073,,0,0.0053,,0.0138,0.0024,0.0003,0.0023,0.0005,0.0012,0,0,,0,0,,0,0,0.0669,0.0099,0.0037,0.0488,0,0,,0,0,,0.0198,0.0004,0.054,0.0092,0.0037,0.0195,0,0,,0.0377,0.0317,,0.017,0.0043,0.131,0.0176,0.0055,0.117,0,0,,0.0068,0.0053,,0.0603,0.0133
C57BL6,RL-03,UNC,67,1,4.531478917,3.556302501,4506050.42,910222.1849,653377.3109,187451.6975,22980.85714,1784395.966,0.578,0.473,0.591,0.724,0.321,0.216,0.0464,0.0347,0.419,0.514,0.0521,0.043,0.0489,0.195,0.0717,0.096,,0.0593,0.125,,0.512,0.38,0.0848,0.0494,0.024,0.0759,0.0182,0.0015,,0,0,,0.0285,0.0009,0.0095,0.0052,0.0028,0.0034,0.0086,0.0031,,0.0074,0,,0.0062,0.0012,0.0005,0.0017,0.0023,0,0,0,,0,0,,0,0.0003,0.0147,0.0047,0.0042,0.0157,0,0,,0,0,,0.0119,0.0003,0.0194,0.0076,0.0046,0.0089,0,0,,0.0519,0.0673,,0.01,0.0015,0.0294,0.0087,0.0009,0.0403,0,0,,0,0,,0.038,0.0025
C57BL6,RL-03,UNC,68,1,4.963787827,3.215725665,20077310.92,4477240.336,3372988.235,766953.2773,130502.521,7629378.151,0.724,0.571,0.534,0.64,0.349,0.241,0.0669,0.0559,0.271,0.41,0.0605,0.0276,0.0365,0.217,0.0301,0.0603,,0.0371,0.13,,0.542,0.33,0.0884,0.0301,0.0059,0.0487,0.0126,0.0022,,0,0,,0.0336,0.0019,0.0208,0.0136,0.0034,0.0066,0.0104,0.0033,,0.0029,0,,0.0112,0.0011,0,0.0011,0.0008,0.0018,0,0.01,,0,0,,0.0005,0.0008,0.0185,0.0029,0.0025,0.0157,0.0049,0.0089,,0,0,,0.0097,0.0008,0.0214,0.0025,0.0017,0.0084,0.0016,0.0011,,0.0171,0.0481,,0.0092,0.0019,0.0411,0.0047,0.0004,0.0531,0.0055,0.0067,,0,0,,0.0311,0.0045
C57BL6,RL-03,UNC,69,1,5.269512944,4.137775961,21110924.37,3356636.975,2512200,515106.5546,141443.1933,8001040.336,0.591,0.54,0.59,0.679,0.269,0.23,0.0898,0.0539,0.404,0.447,0.1,0.0611,0.0337,0.288,0.0407,0.0263,,0.0588,0.075,,0.461,0.328,0.191,0.0704,0.0119,0.106,0.0501,0.0234,,0,0,,0.025,0.0033,0.0306,0.004,0,0.0088,0.0014,0,,0.002,0,,0.0037,0,0.0005,0.0003,0,0.0013,0.0014,0,,0,0,,0,0,0.0472,0.0012,0.001,0.0163,0.0034,0,,0,0,,0.0045,0,0.0666,0.0065,0.002,0.0049,0.0014,0,,0.0365,0.05,,0.0045,0.0008,0.0876,0.0077,0.005,0.0521,0.0102,0.0029,,0.002,0,,0.0296,0.0081
C57BL6,RL-03,UNC,70,1,5.748188027,3.848189117,26107563.03,4281640.336,3106800,527372.7731,219303.5294,8954894.118,0.573,0.532,0.488,0.542,0.232,0.25,0.101,0.0639,0.415,0.444,0.0956,0.045,0.0218,0.268,0.0538,0.0151,,0.0878,0.0667,,0.44,0.279,0.147,0.0819,0.0192,0.169,0.0637,0.0284,,0,0,,0.0611,0.0221,0.0242,0.0013,0.0009,0.0042,0.0028,0,,0,0,,0.0034,0.0011,0.0011,0.0003,0,0.0008,0.0021,0.0019,,0,0.0074,,0.0002,0.0006,0.0251,0.001,0,0.0177,0.0071,0.0038,,0,0,,0.0136,0.0006,0.0275,0.001,0.0017,0.0084,0.0021,0.0038,,0.0211,0.037,,0.0097,0.0062,0.0501,0.006,0,0.0576,0.0113,0,,0,0,,0.0459,0.0051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC059,RL-07,UNC,113,0,6.515873844,3.512328563,6723628.357,216500.8331,122370.0361,20843.24791,2353.269925,499565.587,60.00%,51.70%,54.00%,52.10%,14.90%,12.50%,1.35%,3.18%,40.00%,48.30%,16.50%,3.41%,6.50%,12.50%,3.99%,5.74%,,4.00%,16.10%,,21.60%,19.10%,34.10%,4.41%,1.18%,18.10%,2.90%,3.28%,,0%,0%,,14.10%,1.65%,2.30%,0.30%,0%,0.19%,0.72%,0%,,0%,0%,,0.49%,0.11%,0.24%,0.30%,0.39%,1.35%,0.72%,2.46%,,4.00%,0%,,0.16%,0%,0.85%,0.30%,0.20%,2.31%,1.09%,4.10%,,0%,3.23%,,0.16%,0%,0.85%,0.70%,0.98%,1.35%,1.45%,1.64%,,0%,0%,,0.16%,0.44%,30.40%,7.82%,4.53%,28.30%,10.50%,5.74%,,4.00%,0%,,16.10%,3.41%
CC059,RL-07,UNC,114,0,6.629409599,3.268343914,9631685.365,316882.4485,208044.4039,19263.37073,3178.45617,780166.5146,54.60%,58.10%,44.20%,41.60%,18.90%,17.20%,2.78%,1.75%,45.40%,41.90%,12.10%,3.97%,4.74%,14.80%,6.13%,12.10%,,3.33%,12.50%,,15.10%,12.30%,35.80%,9.52%,5.00%,14.80%,4.66%,8.28%,,1.67%,0%,,8.57%,3.34%,3.00%,0.42%,0.79%,0.96%,0.49%,0.64%,,0%,0%,,0.39%,0.15%,0.47%,0.21%,0.26%,0.96%,1.23%,3.18%,,0%,0%,,0.17%,0.30%,1.26%,0.52%,1.05%,2.31%,1.72%,5.10%,,0%,0%,,0.11%,0.30%,1.74%,0.63%,1.84%,1.35%,1.23%,5.73%,,5.00%,0%,,0.06%,0%,35.80%,13.80%,17.10%,23.50%,12.30%,15.90%,,3.33%,0%,,14.00%,14.60%
CC059,RL-07,UNC,115,0,6.156347201,3.091666958,11060644.41,359470.9434,214576.5016,24333.41771,4313.651321,712305.5001,62.10%,62.40%,43.60%,41.50%,17.90%,15.10%,2.25%,2.41%,37.90%,37.50%,13.00%,4.42%,3.18%,14.80%,4.84%,9.89%,,11.40%,9.52%,,25.40%,21.30%,43.60%,11.00%,2.77%,26.20%,14.00%,4.18%,,1.43%,0%,,20.00%,3.91%,3.15%,1.47%,0.28%,0.72%,0.90%,0.76%,,0%,2.38%,,1.89%,0.29%,0.30%,0.07%,0.28%,0.68%,1.25%,2.66%,,4.29%,2.38%,,0.16%,0.10%,1.93%,1.03%,0.55%,2.37%,2.87%,3.04%,,2.86%,0%,,0.47%,0.10%,1.78%,0.88%,0.69%,0.72%,0.72%,1.90%,,2.86%,2.38%,,0.16%,0.29%,38.90%,24.90%,10.80%,30.20%,28.50%,21.30%,,4.29%,2.38%,,29.00%,15.10%
CC059,RL-07,UNC,116,0,6.670864066,4.774516966,11251172.28,222773.2112,97885.19888,32628.39963,6188.144757,600812.6,56.90%,61.20%,37.60%,40.50%,17.00%,18.50%,2.56%,2.41%,43.10%,38.80%,15.00%,7.56%,3.73%,18.20%,8.37%,10.30%,,8.33%,2.33%,,36.20%,23.70%,37.50%,13.20%,3.18%,28.50%,11.70%,12.40%,,0%,0%,,22.30%,7.33%,3.33%,1.89%,0.41%,2.16%,3.35%,1.21%,,0%,0%,,2.35%,0.62%,0.55%,0.76%,0.83%,0.47%,2.09%,2.11%,,2.78%,0%,,0.66%,0.88%,3.42%,2.08%,0.55%,5.82%,4.18%,3.02%,,0%,0%,,0.85%,0.26%,2.77%,1.32%,0.69%,1.13%,0.84%,1.21%,,0%,2.33%,,0.94%,0.53%,44.10%,28.50%,26.10%,46.50%,31.00%,24.20%,,0%,6.98%,,32.90%,20.20%
CC059,RL-07,UNC,117,0,6.929418926,3.572096768,19719634.85,356925.3907,130149.59,27607.48879,21691.59833,1447421.198,61.70%,56.30%,23.10%,27.80%,28.60%,22.40%,3.76%,4.93%,38.30%,43.70%,18.30%,10.50%,4.42%,21.90%,3.56%,9.48%,,9.35%,4.09%,,33.80%,31.70%,56.80%,29.80%,4.98%,20.60%,10.30%,6.19%,,3.74%,0%,,19.80%,6.37%,10.40%,5.48%,0.64%,1.89%,0.61%,0.90%,,0%,0%,,3.51%,0.75%,0.84%,0.76%,0.32%,1.95%,1.23%,1.80%,,0.93%,2.73%,,0.23%,0.40%,2.90%,3.35%,0.24%,6.41%,2.95%,2.79%,,0%,0.45%,,1.25%,0.23%,3.40%,1.83%,0.96%,1.98%,1.23%,1.70%,,0.93%,7.73%,,0.34%,0.14%,52.30%,34.60%,28.60%,62.80%,49.60%,37.10%,,3.74%,12.70%,,36.40%,24.70%
CC059,RL-07,UNC,118,1,5.559507641,2.607455023,11336408.44,310617.5912,194986.2251,10769.58802,0,714193.7316,65.80%,66.40%,32.20%,37.70%,19.30%,16.40%,1.16%,1.68%,34.20%,33.60%,15.40%,6.80%,4.06%,16.20%,4.62%,6.29%,,11.80%,11.40%,,37.40%,24.80%,39.60%,13.60%,3.75%,25.30%,13.70%,7.93%,,0%,0%,,25.20%,13.10%,5.11%,1.59%,0.71%,4.16%,1.24%,0.70%,,0%,0%,,2.24%,1.13%,0.52%,0%,0.71%,1.78%,0.89%,0.70%,,2.94%,2.27%,,0.07%,0.23%,2.08%,0.21%,0.91%,4.64%,1.78%,1.17%,,0%,6.82%,,0.13%,0.30%,1.73%,0.21%,0.81%,1.78%,0.53%,1.17%,,0%,0%,,0.13%,0.60%,41.60%,15.00%,25.30%,40.40%,37.30%,21.20%,,0%,0%,,30.70%,18.40%
CC059,RL-07,UNC,119,1,5.301029996,2.86332286,7591031.568,293772.9217,152579.7345,31882.33259,1290.475367,581473.0181,70.80%,69.80%,31.90%,47.30%,20.10%,20.90%,1.64%,2.38%,29.20%,30.20%,6.91%,8.32%,1.63%,8.73%,5.29%,2.51%,,11.80%,3.90%,,41.40%,16.30%,20.90%,10.30%,2.16%,14.10%,7.45%,7.25%,,5.88%,0%,,15.80%,4.65%,1.30%,1.36%,0.20%,0.32%,0.24%,0.30%,,2.94%,0%,,1.64%,0.07%,0.20%,0.15%,0%,0.16%,0.48%,0.74%,,5.88%,1.30%,,0.12%,0.21%,1.00%,0.45%,0.13%,2.06%,0.72%,0.89%,,0%,2.60%,,0.12%,0.07%,0.90%,0.45%,0.07%,0.63%,0.24%,0.15%,,0%,1.30%,,0.12%,0.14%,28.30%,17.50%,9.14%,21.90%,38.90%,6.36%,,2.94%,0%,,22.70%,6.36%
CC059,RL-07,UNC,120,1,5.621868385,2.602059991,4146488.182,141809.8958,71734.24554,13683.411,1368.3411,240081.6657,69.10%,62.70%,35.80%,39.60%,24.80%,20.60%,2.92%,1.98%,30.90%,37.30%,8.02%,6.22%,3.50%,8.22%,1.93%,1.92%,,5.97%,30.00%,,41.20%,25.30%,18.60%,5.73%,3.00%,18.00%,5.45%,11.50%,,1.49%,0%,,4.39%,1.67%,1.74%,0.61%,0.50%,1.17%,0.53%,0%,,0%,10.00%,,0.29%,0%,0.12%,0.12%,0%,0.39%,0.53%,0%,,0%,10.00%,,0.20%,0%,0.70%,0.49%,0%,0.98%,0.88%,0.96%,,0%,0%,,0.10%,0%,0.81%,0.61%,0.50%,0.39%,0.35%,0%,,0%,0%,,0.59%,0%,14.70%,9.51%,11.00%,6.26%,20.90%,7.69%,,0%,0%,,10.40%,3.00%
CC059,RL-07,UNC,121,1,4.944482672,1.301029996,5393275.841,216809.6888,110562.1547,23730.4137,3721.36033,440630.6362,52.50%,51.80%,50.40%,45.30%,21.50%,20.60%,3.08%,2.48%,47.50%,48.20%,6.97%,3.47%,5.71%,12.40%,5.19%,5.24%,,10.30%,13.00%,,23.90%,15.70%,19.90%,4.00%,2.62%,20.00%,4.44%,2.62%,,0%,0%,,8.15%,1.97%,0.65%,0.63%,0.48%,0.73%,0.49%,0.52%,,0%,0%,,0.47%,0.46%,0.26%,0.32%,0.24%,0.73%,0.74%,2.09%,,1.72%,4.35%,,0%,0.35%,0.39%,0.32%,0.71%,2.73%,0.74%,2.09%,,1.72%,4.35%,,0%,0.46%,0.65%,0.21%,0.48%,0.91%,0.25%,1.57%,,0%,0%,,0.41%,1.05%,20.50%,9.05%,14.00%,16.20%,4.44%,11.00%,,1.72%,4.35%,,9.33%,8.71%
CC059,RL-07,UNC,122,1,4.51851394,2.970811611,9309125.019,338852.1507,202008.0129,26065.55005,4654.562509,631158.6763,68.20%,68.40%,48.90%,50.70%,23.20%,20.40%,1.44%,0.72%,31.80%,31.60%,7.76%,2.30%,4.39%,9.64%,3.51%,5.32%,,24.30%,14.30%,,0%,17.70%,24.50%,5.63%,3.17%,11.80%,5.85%,4.81%,,0%,0%,,18.10%,3.91%,1.63%,0.40%,0.51%,0.67%,0.84%,0.51%,,0%,0%,,1.41%,0.45%,0.08%,0.08%,0.20%,0.56%,1.17%,0.76%,,5.41%,14.30%,,0.17%,0.11%,0.31%,0.08%,0.41%,1.23%,2.34%,1.01%,,2.70%,7.14%,,0.25%,0.22%,0.70%,0.16%,0.61%,0.78%,1.17%,0.51%,,2.70%,0%,,0.67%,0.45%,23.10%,3.41%,8.78%,12.90%,2.51%,3.54%,,0%,0%,,16.10%,5.03%
CC041,RL-07,UNC,123,0,5.977723605,4.385606274,7318610.136,64403.7692,17564.66433,7172.237933,0,515962.0146,33.10%,34.00%,18.10%,20.10%,23.90%,23.00%,6.62%,8.41%,68.00%,66.80%,2.85%,1.81%,1.96%,6.57%,17.80%,11.40%,,16.00%,15.60%,,11.40%,19.70%,39.10%,13.60%,6.54%,15.40%,13.70%,2.86%,,0%,0%,,5.45%,2.57%,4.98%,1.36%,0%,3.45%,3.08%,0%,,2.47%,0%,,0.12%,0.20%,0.71%,0.45%,0%,0.33%,1.03%,1.14%,,0%,1.56%,,0.16%,0.34%,1.07%,0.90%,0%,0.49%,1.37%,0.57%,,1.23%,1.56%,,0%,0.07%,2.49%,0.45%,0%,0.49%,1.03%,1.71%,,0%,0%,,0%,0.07%,12.10%,2.71%,7.19%,4.76%,12.30%,19.40%,,0%,0%,,3.01%,9.80%
CC041,RL-07,UNC,124,0,5.838849091,2.33243846,6516387.513,48221.2676,18897.52379,2345.899505,4105.324133,415745.5233,42.10%,44.50%,24.50%,17.90%,18.90%,24.10%,7.20%,6.96%,58.90%,56.50%,2.44%,5.31%,3.82%,8.42%,12.70%,7.58%,,15.30%,8.20%,,14.30%,17.70%,36.70%,22.40%,9.55%,15.30%,13.20%,7.11%,,0%,0%,,8.58%,2.89%,6.52%,4.08%,0%,1.98%,3.17%,0.47%,,0%,0%,,0.14%,0.09%,1.22%,0.41%,1.27%,0.17%,1.06%,0%,,2.78%,1.64%,,0.07%,0.09%,3.46%,0.82%,0%,0.66%,0%,0.47%,,0%,0%,,0%,0%,4.07%,0.41%,0%,0.66%,0.53%,0.95%,,0%,0%,,0%,0%,28.90%,7.35%,8.28%,18.60%,16.90%,20.40%,,0%,0%,,6.20%,6.41%
CC041,RL-07,UNC,125,0,6.033423755,2.322219295,7258443.439,103069.8968,29759.6181,21049.48597,7258.443439,593740.6733,37.70%,40.70%,15.20%,18.20%,28.00%,29.60%,6.44%,8.35%,63.70%,60.70%,2.55%,1.67%,0.51%,9.25%,9.03%,4.08%,,13.70%,2.22%,,11.10%,10.90%,28.00%,18.80%,4.08%,15.80%,16.30%,5.96%,,0.98%,2.22%,,3.99%,1.50%,2.91%,0.42%,0%,2.45%,3.16%,1.57%,,0.98%,0%,,0.04%,0%,0.36%,0%,0%,0.94%,0.68%,0.63%,,2.94%,3.33%,,0%,0%,1.09%,0.42%,0%,0.57%,0.45%,0.63%,,1.96%,1.11%,,0.04%,0%,0.73%,0%,0%,0.57%,0.45%,0.94%,,1.96%,0%,,0.04%,0%,20.00%,3.33%,0%,17.90%,27.80%,1.88%,,0%,0%,,5.38%,0.38%
CC041,RL-07,UNC,126,0,5.382017043,2.146128036,7736434.419,105215.5081,34813.95488,8510.07786,2166.201637,581006.2248,51.30%,46.00%,15.60%,18.60%,25.80%,25.90%,5.31%,6.11%,50.20%,55.70%,3.08%,3.14%,2.01%,6.25%,10.70%,2.31%,,15.30%,12.20%,,16.40%,18.50%,30.70%,21.60%,4.82%,15.00%,19.10%,8.65%,,2.04%,0%,,5.78%,3.02%,3.60%,4.53%,0.80%,1.39%,1.26%,0.58%,,0%,0%,,0.28%,0%,0.51%,0.70%,0%,0.23%,0.42%,0%,,0%,1.22%,,0%,0.12%,0.68%,1.39%,0%,0.23%,1.47%,0.29%,,0%,0%,,0.06%,0%,2.57%,1.74%,0%,0.69%,1.26%,0%,,1.02%,0%,,0.06%,0.12%,12.30%,8.36%,3.21%,8.68%,33.60%,6.63%,,1.02%,0%,,9.76%,2.22%
CC041,RL-07,UNC,127,0,6.73239376,1.929418926,8092420.708,145663.5727,50173.00839,15375.59934,3560.665111,649821.3828,53.90%,40.80%,15.60%,29.70%,21.80%,23.20%,6.12%,6.79%,47.70%,59.80%,2.49%,4.89%,1.30%,4.80%,15.00%,3.31%,,14.80%,13.20%,,11.60%,8.56%,28.20%,19.60%,7.78%,14.40%,23.60%,7.46%,,0%,0%,,6.72%,2.59%,5.31%,6.67%,0.65%,2.47%,4.47%,1.66%,,1.14%,0%,,0.08%,0%,1.49%,0.89%,0.43%,0.44%,0.64%,0%,,4.55%,2.83%,,0.16%,0.35%,1.49%,2.22%,0.22%,0.87%,1.92%,0.28%,,2.27%,0.94%,,0%,0.09%,3.65%,2.67%,0.65%,0.87%,2.56%,0.55%,,0%,0%,,0.08%,0.04%,15.30%,14.20%,8.21%,9.01%,57.20%,8.56%,,2.27%,0%,,15.70%,2.20%
CC041,RL-07,UNC,128,1,6.256878032,3.007178585,9327509.287,97006.09659,19587.7695,2425.152415,4850.304829,717285.4642,49.00%,35.70%,13.50%,24.30%,16.40%,19.20%,8.34%,8.25%,52.40%,65.40%,1.80%,2.34%,2.01%,5.53%,11.00%,1.70%,,18.90%,10.90%,,16.70%,13.30%,19.30%,15.80%,4.36%,10.60%,4.31%,6.38%,,0.94%,0.99%,,2.37%,1.03%,2.83%,0%,0.67%,1.26%,0.96%,1.28%,,1.89%,0%,,0.15%,0%,0%,0%,0.67%,0%,0.48%,0%,,3.77%,0%,,0.15%,0.09%,1.03%,0.58%,0.67%,0.75%,1.44%,0.43%,,1.89%,0%,,0%,0%,1.03%,2.34%,0.34%,0.75%,1.91%,0.43%,,0%,0%,,0%,0%,15.20%,8.19%,3.36%,16.80%,40.20%,3.83%,,2.83%,0%,,11.90%,0.81%
CC041,RL-07,UNC,129,1,5.770852012,1,4686317.155,50612.22527,22962.95406,2249.432234,2249.432234,374436.7407,37.30%,38.70%,40.70%,43.00%,12.00%,14.20%,6.84%,6.17%,63.80%,62.00%,2.73%,3.02%,2.22%,6.77%,8.03%,4.88%,,20.50%,16.90%,,15.90%,12.20%,43.40%,17.00%,5.05%,9.64%,0.73%,2.44%,,0%,0%,,5.29%,0.82%,2.19%,1.51%,0.61%,0.78%,1.46%,2.44%,,0%,0%,,0.31%,0.44%,0.27%,0.65%,0.20%,0.52%,1.46%,0%,,1.28%,1.41%,,0%,0%,1.37%,1.29%,0.40%,0.52%,1.46%,0%,,1.28%,2.82%,,0%,0.05%,0.68%,1.08%,1.01%,2.08%,2.92%,0.61%,,1.28%,1.41%,,0%,0%,23.50%,9.48%,2.42%,9.11%,2.19%,1.22%,,0%,0%,,4.87%,0.54%
CC041,RL-07,UNC,130,1,6.123851641,2.06069784,6334216.126,80444.5448,25336.8645,1203.501064,4243.924804,423759.0588,42.10%,41.10%,25.30%,28.20%,20.10%,18.10%,5.33%,7.25%,58.70%,59.90%,5.26%,5.26%,3.80%,9.38%,9.69%,10.50%,,11.50%,26.20%,,15.10%,18.40%,39.50%,12.10%,4.22%,15.60%,1.53%,3.29%,,1.92%,0%,,3.57%,1.99%,2.63%,0.81%,0.42%,3.12%,0.51%,0%,,0%,0%,,0.16%,0.08%,0%,0.40%,0%,0%,0.51%,0%,,1.92%,6.56%,,0%,0%,2.63%,0.81%,0.42%,0%,1.02%,0%,,1.92%,4.92%,,0%,0.17%,2.63%,1.62%,0.42%,3.12%,1.53%,0.66%,,0%,1.64%,,0.08%,0.17%,26.30%,11.70%,8.02%,21.90%,10.70%,6.58%,,0%,0%,,7.38%,4.81%
CC041,RL-07,UNC,131,1,6.278753601,1.602059991,6558169.941,110833.072,33446.6667,2295.359479,4590.718959,516783.7914,51.80%,50.70%,26.20%,36.20%,10.60%,9.64%,5.39%,6.94%,49.40%,50.00%,3.81%,5.88%,2.20%,6.47%,13.30%,7.64%,,15.50%,17.70%,,20.20%,17.10%,46.00%,26.70%,8.14%,8.74%,4.24%,0.64%,,0%,0.88%,,7.94%,1.38%,5.00%,7.11%,0.68%,0.65%,4.24%,0%,,0%,0%,,1.17%,0%,0.36%,1.72%,0%,0.65%,1.21%,1.91%,,2.38%,0%,,0.07%,0.06%,3.81%,3.19%,0%,1.29%,1.82%,0.64%,,4.76%,0.88%,,0.21%,0.13%,2.62%,2.70%,0%,1.29%,1.21%,1.27%,,2.38%,0.88%,,0.07%,0%,40.20%,13.00%,7.97%,18.40%,12.70%,9.55%,,0%,0%,,9.39%,4.91%
CC041,RL-07,UNC,132,1,4.819543936,,4804979.251,61503.73441,21141.90871,1057.095435,6246.473026,302713.6928,45.40%,40.50%,25.20%,34.70%,14.90%,15.50%,4.43%,7.38%,55.50%,60.10%,3.88%,6.49%,1.45%,6.82%,12.10%,8.11%,,18.50%,14.80%,,23.90%,12.70%,24.10%,14.30%,6.04%,6.64%,2.20%,2.70%,,0%,0%,,2.73%,1.03%,3.88%,1.30%,0%,0.72%,1.10%,0%,,0%,2.27%,,0.41%,0.06%,0.67%,0.65%,0%,0.18%,0%,0.54%,,0%,4.55%,,0%,0.11%,1.34%,0.65%,0%,0.36%,1.10%,0.54%,,3.70%,1.14%,,0.14%,0.06%,1.74%,1.30%,0%,0.72%,1.10%,1.08%,,0%,0%,,0%,0%,20.10%,7.79%,6.76%,10.80%,5.49%,4.86%,,0%,2.27%,,1.36%,2.98%
CC072,RL-07,UNC,133,0,5.319453078,3.15330662,9940875.334,329042.9736,98414.66581,21869.92574,54674.81434,751530.1753,72.70%,60.90%,20.90%,27.20%,12.20%,8.25%,16.50%,20.10%,26.10%,38.00%,4.11%,4.62%,0.97%,10.80%,8.71%,7.63%,,3.12%,3.80%,,35.50%,34.80%,24.60%,11.10%,2.44%,20.70%,8.71%,8.03%,,0.19%,0%,,18.50%,7.86%,5.03%,1.69%,0.24%,0.64%,0.26%,0.40%,,0%,0%,,2.33%,1.22%,0.67%,0%,0%,1.16%,0%,1.20%,,0.19%,0.66%,,0%,0.48%,0.84%,0%,0.12%,0.90%,1.32%,2.01%,,0.19%,0%,,0.09%,0%,4.36%,1.39%,1.34%,2.05%,1.06%,1.61%,,0.97%,0.99%,,0%,0.16%,27.80%,15.30%,17.70%,23.90%,42.00%,20.10%,,0.39%,2.81%,,23.00%,23.40%
CC072,RL-07,UNC,134,0,5.698100546,4.101517955,20389825,581110.0124,214093.1625,20185.92675,44857.61499,2038982.5,67.20%,60.20%,17.10%,16.50%,23.30%,21.30%,4.11%,4.35%,31.50%,38.20%,3.72%,6.23%,1.08%,5.63%,5.12%,3.26%,,11.20%,11.30%,,28.50%,32.20%,20.70%,13.70%,4.39%,22.00%,19.90%,38.30%,,2.01%,0.31%,,11.90%,6.22%,4.16%,2.77%,0.33%,0.68%,0.35%,0.06%,,0%,0.31%,,1.23%,0.49%,1.11%,0.28%,0.25%,0.50%,0.41%,0.26%,,0.57%,4.39%,,0%,0.62%,1.19%,0.55%,0.08%,0.50%,0.76%,0.57%,,0%,0.31%,,0.03%,0.04%,4.38%,1.45%,1.90%,0.68%,1.11%,1.02%,,2.01%,4.39%,,0.10%,0.02%,27.60%,7.96%,17.10%,25.80%,30.80%,23.70%,,1.15%,3.13%,,25.80%,19.90%
